# kpar : body : mat : x : y : z : e : elost : wght : ilb(5)
  
2      9      7  2.33619E-04  4.89003E-04  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    262      0  2.33619E-04  4.89003E-04 -1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
  
2      9      7  1.25024E-03 -2.28426E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    262      0  1.25024E-03 -2.28426E-03 -1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
  
2      9      7  8.11246E-04  1.88094E-04  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    262      0  8.11246E-04  1.88094E-04 -1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
  
2      9      7  2.82276E-03 -2.57970E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    234      1  2.82276E-03 -2.57970E-03  6.63493E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2    234      1  2.82276E-03 -2.57970E-03  6.63493E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
  
2      9      7 -2.76882E-03 -1.00390E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    143      1 -2.76882E-03 -1.00390E-03  9.74144E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2    143      1 -2.76882E-03 -1.00390E-03  9.74144E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
  
2      9      7  1.24837E-04 -1.75512E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2     28      1  1.24837E-04 -1.75512E-03  7.91849E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2     28      1  1.24837E-04 -1.75512E-03  7.91849E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
  
2      9      7  7.05366E-04  2.20463E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2     86      1  7.05366E-04  2.20463E-03  9.56946E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2     86      1  7.05366E-04  2.20463E-03  9.56946E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
  
2      9      7 -2.99991E-03 -1.31463E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    143      1 -2.99991E-03 -1.31463E-03  9.92834E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2    143      1 -2.99991E-03 -1.31463E-03  9.92834E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
  
2      9      7 -1.32426E-03  2.31679E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    262      0 -1.32426E-03  2.31679E-03 -1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
  
2      9      7 -2.82763E-04 -2.60035E-03  1.00000E+00  1.00000E+04  0.00000E+00  1.00000E+00          0
2    209      1 -2.82763E-04 -2.60035E-03  9.92207E-03  0.00000E+00  1.00000E+04  1.00000E+00          0
2    209      1 -2.82763E-04 -2.60035E-03  9.92207E-03  0.00000E+00  0.00000E+00  0.00000E+00          0
